8611098,IM,1986,1992
0042143,IM,1990,1999
0056013,H,1977,1978
0177061,IM,1977,1987
9318485,H,1992,1999
8600423,T,1990,1995
9877782,H,-1,-1
9878226,H,1979,2001
1251744,H,1977,1995
0364544,IM,1972,1975
0166245,R,1973,1979
7505551,R,-1,-1
0374750,IM,1971,-1
101178227,T,1988,2012
100898603,T,1998,2007
101502213,T,2005,2015
9812946,T,1999,2018
9888076,T,1996,2001
8502534,H,-1,-1
0133265,R,-1,-1
7505543,IM,1965,1992
7503051,IM,1965,-1
8912686,H,1989,1994
9002199,H,1989,1992
7505567,IM,1965,1986
9002202,IM,1990,1992
8400760,H,1991,1996
7503056,IM,1965,1978
7503056,IM,2001,-1
9877929,H,-1,-1
0254060,H,1977,1978
7505574,IM,1963,1979
9878432,H,-1,-1
0232761,H,1979,1991
9010412,IM,1998,-1
8710130,H,1987,1995
7505583,R,-1,-1
101651624,QIS,2015,-1
7503050,IM,1965,1996
0060433,H,-1,-1
7908148,IM,1983,1985
9011484,T,1990,1994
8606502,H,1989,1992
7613888,H,1977,1980
7705084,H,1976,1978
7505559,IM,1971,1991
8410621,H,1982,1984
8006504,IM,1996,1999
8411927,B,1990,1998
9879872,H,-1,-1
0415554,H,-1,-1
8502898,IM,1984,1995
7505011,IM,1972,1974
2985122R,IM,1965,1978
7505012,IM,1975,2004
0375360,IM,2004,-1
7505598,IM,1965,1980
8711102,B,1990,1998
101232704,IM,2015,-1
0425743,C,1978,1997
0427043,IM,1965,1994
0173225,IM,1972,-1
0351310,H,-1,-1
8400758,D,1983,1984
7703941,H,-1,-1
0366131,E,1975,1994
9877813,H,1978,1980
0043125,IM,2002,-1
0222527,IM,1965,1983
0367033,H,-1,-1
0414612,IM,1965,1982
8610641,H,1986,1988
9878362,IM,2002,-1
8608118,T,1991,1995
100890790,IM,-1,-1
7505601,D,1970,1991
7703947,D,-1,-1
9878121,H,1978,1980
9885204,H,1992,1994
9885204,T,1996,2019
9881985,H,1985,1986
0135751,IM,1965,1983
7611157,IM,1964,2012
7906439,IM,1965,1986
0405525,H,1975,1990
7502586,IM,1965,1974
7502588,IM,1975,1981
7701861,QIS,2005,2009
9201341,IM,2004,-1
0375370,IM,1965,-1
7505560,IM,1965,1994
0375371,IM,1965,1993
9422688,IM,2015,-1
9204247,H,1993,1995
8807932,H,1988,1998
8610643,H,-1,-1
0202503,QIS,1970,-1
00140360R,QIS,1970,-1
8704017,H,1986,1988
1265125,D,1967,1980
1265125,H,1967,1980
0235700,IM,1976,1982
8610887,B,1990,1996
9705544,B,1996,1998
0400026,IM,1965,1981
9880303,H,1983,1986
2985080R,IM,1965,1979
8807313,H,-1,-1
9318491,T,1990,1998
8610344,T,1991,1999
9208015,T,-1,-1
8912687,T,1990,1991
9423871,H,1994,1998
9707935,IM,1997,-1
9309764,IM,1994,1996
2985081R,IM,1965,1981
8708658,H,1986,1990
9504818,IM,1996,-1
0372277,IM,1973,1977
101185239,QIS,2007,2017
7902862,IM,1976,1983
8917478,H,1989,1990
8507484,H,1985,1988
2985084R,IM,1965,1972
8605494,H,1985,1989
7800045,H,-1,-1
0240227,H,1978,1983
0204522,IM,1969,-1
7512145,R,1973,1974
7512144,R,1976,1976
0332155,IM,1977,1984
8706313,IM,1985,2013
9806569,IM,2013,-1
0014162,H,1977,1992
101088195,IM,2007,-1
7503039,H,-1,-1
8910749,T,1991,1992
0374763,R,1973,1979
7905263,D,1978,2017
7804132,H,-1,-1
7503097,IM,1964,1983
8402086,IM,1984,1993
9800943,IM,1993,-1
2985193R,IM,1965,1978
2985193R,IM,2000,-1
9878499,H,-1,-1
8709879,H,1986,1989
8504643,H,-1,-1
7503102,IM,1965,1967
9890903,IM,2005,-1
101157530,IM,2005,-1
101526034,IM,2015,-1
101165248,IM,2010,-1
1276760,IM,1970,1984
8214851,H,1982,1994
8214851,T,1995,2019
0165253,IM,-1,-1
9881815,H,1985,1989
1260202,IM,1965,1970
2985197R,IM,1965,1992
7613887,QIS,1976,2017
101144324,QIS,2002,2009
9877928,H,1978,1979
7503123,IM,1971,1971
0376334,IM,1965,1984
101088554,IM,2004,-1
0062647,R,1973,1979
7806597,H,-1,-1
9883142,H,1986,1992
9880290,H,-1,-1
9204584,T,1992,1993
0235232,IM,1981,1987
9888878,IM,2001,-1
8612238,IM,1986,1989
0376344,IM,1965,1985
9879615,H,1982,1997
7505562,IM,1965,1981
100954270,IM,2003,2004
0142477,R,-1,-1
8802680,IM,1987,1989
8208742,H,1982,1987
2985186R,R,-1,-1
8411106,D,-1,-1
0377752,D,-1,-1
9301272,IM,1988,1995
9109135,H,1991,1996
2985207R,QIS,-1,-1
0065346,QIS,1970,2017
9206095,H,-1,-1
7502604,IM,1964,1974
101128948,IM,2001,-1
0376620,IM,1965,1978
9877924,H,-1,-1
9882736,IM,2004,-1
9877785,H,-1,-1
9875488,H,-1,-1
7810301,H,-1,-1
9425319,QIS,1977,2017
8510094,B,1990,1998
57630670R,H,-1,-1
57920670R,H,1978,1991
57630720R,H,-1,-1
9431217,S,1994,2002
9877808,H,1978,1978
2985221R,E,1973,2006
9877786,H,1978,1979
0376626,IM,1969,1978
0211167,QIS,1969,2017
9878044,H,-1,-1
9214703,QIS,1990,2017
0335015,IM,1965,1972
0335015,R,1965,1972
0365316,IM,1973,1978
9882600,IM,2004,-1
7507213,D,-1,-1
0400677,IM,1971,1979
7508250,R,1974,1976
7606743,E,1975,1980
9709416,H,1997,1998
9514312,H,1995,1997
9877904,H,1978,1983
18420420R,H,-1,-1
9877903,H,-1,-1
8413234,QIS,-1,-1
8219702,IM,1997,-1
18430590R,IM,1965,1972
8611912,H,-1,-1
8611913,H,1986,1986
18410070R,H,-1,-1
0117251,R,1973,1978
9515688,H,1993,1993
9886071,T,-1,-1
7801790,H,-1,-1
7806079,IM,1977,1980
9214715,QIS,1989,2017
0346073,H,-1,-1
0362525,R,1973,1974
9001428,H,1989,1989
0361435,QIS,1969,2017
8710646,QIS,-1,-1
9427226,D,1965,1989
8916855,H,1993,1997
7910744,H,1979,1980
9801899,H,1998,1999
0261537,H,-1,-1
9442877,H,1995,1999
9442133,QIS,1997,2007
8202448,H,-1,-1
8405388,H,1983,1988
0400715,H,1975,1980
0400715,IM,1976,1976
0176472,QIS,1974,2017
0221461,H,-1,-1
9005153,QIS,-1,-1
8508146,IM,1985,1995
9434066,H,1993,1994
0413416,R,1974,1978
1275246,H,-1,-1
1275246,J,-1,-1
7506659,H,-1,-1
7502618,IM,1965,1976
0202216,QIS,1970,2007
101608648,IM,2016,-1
1267473,H,1977,1994
7703728,H,1975,1994
7703728,T,1995,2018
9301294,IM,1992,1994
0375271,IM,1965,1986
7902903,IM,1982,1992
100971563,S,-1,-1
100971602,S,1990,1999
9312850,IM,1994,-1
1306037,IM,1971,1983
7910933,IM,1977,1983
8612496,IM,1985,1993
9712707,IM,2004,-1
9203012,IM,2010,-1
101595834,IM,2013,-1
8202450,D,-1,-1
7909597,IM,1979,1993
7808782,IM,1966,1977
7808782,IM,2018,-1
7802197,IM,-1,-1
0377005,IM,1966,1967
8200998,H,-1,-1
7801798,IM,1975,1979
7513643,R,-1,-1
0131463,IM,1971,1974
0173540,IM,1970,1987
9205135,IM,1991,1998
9108232,H,1978,1997
2984796R,IM,1965,1973
0151324,IM,1971,1988
7905032,H,-1,-1
0400764,IM,1965,1980
7505688,IM,1965,1974
8207591,H,-1,-1
8916654,H,1988,1990
9877816,H,1978,1981
8911454,H,-1,-1
7613464,H,1977,1989
9102192,H,1991,1999
101088070,IM,2005,-1
101525249,IM,2009,-1
101712576,IM,2019,-1
101241272,IM,2009,-1
101499734,IM,2009,-1
101528555,IM,2010,-1
101155473,IM,2002,-1
101283273,IM,2006,-1
9876356,E,-1,-1
9876356,H,1978,1979
9877852,H,1977,1978
7513650,H,-1,-1
9876352,H,-1,-1
8008548,H,1977,1979
18930380R,H,1978,1984
7909783,H,-1,-1
0410462,IM,1965,-1
0020417,IM,1971,1993
8708694,D,1987,1997
101092658,T,2000,2019
9007473,T,1990,1994
9605423,QIS,-1,-1
9426182,IM,1995,-1
8104414,IM,1985,1998
0377016,H,-1,-1
9815377,E,1973,2006
7906915,H,1977,1978
0352003,H,1978,1980
9883135,Q,-1,-1
9877127,K,1977,2009
9885590,H,1991,1997
101142615,T,2002,2005
9004625,IM,1990,1997
7909392,H,-1,-1
7505712,R,1974,1979
0165261,QIS,1967,2017
7801285,H,1978,1978
101770511,N,1968,1995
100960872,R,-1,-1
9704130,IM,2003,-1
9885985,H,1991,1996
00110640R,QIS,1965,2006
7505774,QIS,1970,2017
8219749,QIS,1977,2017
0347631,QIS,1969,-1
8215930,IM,1997,1999
8807530,QIS,1986,2017
19230390R,H,1977,1986
19230390R,N,1965,1977
8710677,H,1986,1989
7513657,R,-1,-1
19310500R,R,-1,-1
9875077,H,-1,-1
9876429,H,1978,1980
7800066,H,1975,1984
9875494,H,1978,1980
19410300R,H,1979,1992
0352506,H,-1,-1
101137103,IM,2008,-1
7708433,IM,2003,-1
2985034R,R,-1,-1
7802445,H,1978,1978
101154995,IM,2003,-1
100890393,IM,1999,-1
8504453,H,1985,1986
0312747,H,1974,1984
